"Date","Team","Opponent","Age","Assist1","Assist2","Goalie","Period","Time","Strength","ArenaName","Result","HomeAway","ENG","PS"
1987-03-15,"EDM","HAR",26,"Esa Tikkanen",NA,"Mike Liut","2",1899-12-31 01:58:00,"EV","Northlands Coliseum","W","H",0,0
1987-03-14,"EDM","BUF",26,"Esa Tikkanen","Jari Kurri","Tom Barrasso","1",1899-12-31 07:07:00,"EV","Northlands Coliseum","W","H",0,0
1987-03-14,"EDM","BUF",26,"Mike Krushelnyski","Jari Kurri","Tom Barrasso","2",1899-12-31 18:59:00,"EV","Northlands Coliseum","W","H",0,0
1987-03-11,"EDM","DET",26,"Glenn Anderson","Reijo Ruotsalainen","Greg Stefan","3",1899-12-31 18:41:00,"EV","Northlands Coliseum","W","H",0,0
1987-03-06,"EDM","LAK",26,NA,NA,"Al Jensen","3",1899-12-31 19:39:00,"SH","Northlands Coliseum","W","H",0,0
1987-03-04,"EDM","VAN",26,"Kent Nilsson","Paul Coffey","Frank Caprice","3",1899-12-31 11:33:00,"PP","Pacific Coliseum","W","A",0,0
1987-02-22,"EDM","WIN",26,"Jari Kurri",NA,"Pokey Reddick","2",1899-12-31 14:24:00,"EV","Winnipeg Arena","L","A",0,0
1987-02-18,"EDM","TOR",26,"Craig MacTavish","Paul Coffey","Allan Bester","1",1899-12-31 18:38:00,"EV","Northlands Coliseum","W","H",0,0
1987-02-08,"EDM","STL",26,"Jari Kurri","Esa Tikkanen","Greg Millen","3",1899-12-31 01:06:00,"EV","Northlands Coliseum","W","H",0,0
1987-02-08,"EDM","STL",26,"Esa Tikkanen","Craig Muni","Greg Millen","1",1899-12-31 05:44:00,"PP","Northlands Coliseum","W","H",0,0
1987-02-04,"EDM","MNS",26,"Kevin Lowe","Mark Messier","Don Beaupre","3",1899-12-31 09:49:00,"EV","Metropolitan Sports Center","OTW","A",0,0
1987-01-30,"EDM","MNS",26,"Jari Kurri","Esa Tikkanen","Don Beaupre","2",1899-12-31 13:21:00,"EV","Northlands Coliseum","T","H",0,0
1987-01-24,"EDM","PIT",25,"Randy Gregg","Craig MacTavish","Gilles Meloche","2",1899-12-31 11:11:00,"SH","Northlands Coliseum","W","H",0,0
1987-01-23,"EDM","NYR",25,"Esa Tikkanen","Steve Smith","John Vanbiesbrouck","1",1899-12-31 09:25:00,"PP","Northlands Coliseum","W","H",0,0
1987-01-23,"EDM","NYR",25,"Steve Smith","Esa Tikkanen","John Vanbiesbrouck","2",1899-12-31 09:47:00,"PP","Northlands Coliseum","W","H",0,0
1987-01-21,"EDM","WIN",25,"Steve Smith",NA,"Steve Penney","1",1899-12-31 06:24:00,"EV","Winnipeg Arena","W","A",0,0
1987-01-21,"EDM","WIN",25,"Kevin Lowe",NA,NA,"3",1899-12-31 19:53:00,"EV","Winnipeg Arena","W","A",1,0
1987-01-17,"EDM","TOR",25,"Craig Muni",NA,NA,"3",1899-12-31 18:43:00,"EV","Maple Leaf Gardens","W","A",1,0
1987-01-15,"EDM","QUE",25,"Kevin McClelland",NA,"Clint Malarchuk","3",1899-12-31 09:03:00,"EV","Quebec Coliseum","W","A",0,0
1987-01-13,"EDM","DET",25,"Mark Messier","Glenn Anderson","Glen Hanlon","2",1899-12-31 09:29:00,"EV","Joe Louis Arena","W","A",0,0
1987-01-03,"EDM","LAK",25,"Randy Gregg","Jari Kurri","Bob Janecyk","2",1899-12-31 13:59:00,"SH","Great Western Forum","W","A",0,0
1986-12-30,"EDM","VAN",25,"Paul Coffey","Randy Gregg","Richard Brodeur","1",1899-12-31 12:24:00,"PP","Pacific Coliseum","W","A",0,0
1986-12-30,"EDM","VAN",25,"Esa Tikkanen","Glenn Anderson","Richard Brodeur","1",1899-12-31 15:36:00,"PP","Pacific Coliseum","W","A",0,0
1986-12-28,"EDM","PHI",25,NA,NA,"Ron Hextall","2",1899-12-31 14:42:00,"EV","Northlands Coliseum","W","H",0,0
1986-12-28,"EDM","PHI",25,"Randy Gregg","Jari Kurri","Ron Hextall","3",1899-12-31 16:29:00,"EV","Northlands Coliseum","W","H",0,0
1986-12-20,"EDM","LAK",25,"Jari Kurri","Mike Krushelnyski","Darren Eliot","1",1899-12-31 08:36:00,"EV","Northlands Coliseum","T","H",0,0
1986-12-20,"EDM","LAK",25,"Mike Krushelnyski","Jari Kurri","Darren Eliot","2",1899-12-31 13:46:00,"EV","Northlands Coliseum","T","H",0,0
1986-12-19,"EDM","VAN",25,"Jari Kurri","Mark Messier",NA,"3",1899-12-31 19:50:00,"EV","Northlands Coliseum","W","H",1,0
1986-12-19,"EDM","VAN",25,"Mark Messier","Jari Kurri","Richard Brodeur","3",1899-12-31 13:15:00,"PP","Northlands Coliseum","W","H",0,0
1986-12-17,"EDM","QUE",25,"Esa Tikkanen","Craig Muni","Richard Sevigny","1",1899-12-31 01:28:00,"EV","Northlands Coliseum","W","H",0,0
1986-12-17,"EDM","QUE",25,NA,NA,"Richard Sevigny","1",1899-12-31 11:31:00,"EV","Northlands Coliseum","W","H",0,0
1986-12-17,"EDM","QUE",25,"Esa Tikkanen","Jari Kurri","Richard Sevigny","1",1899-12-31 12:38:00,"EV","Northlands Coliseum","W","H",0,0
1986-12-17,"EDM","QUE",25,"Kevin Lowe","Mark Messier","Richard Sevigny","2",1899-12-31 16:05:00,"SH","Northlands Coliseum","W","H",0,0
1986-12-10,"EDM","WIN",25,"Jari Kurri","Esa Tikkanen","Daniel Berthiaume","1",1899-12-31 07:56:00,"EV","Winnipeg Arena","W","A",0,0
1986-12-10,"EDM","WIN",25,"Esa Tikkanen","Steve Smith","Daniel Berthiaume","2",1899-12-31 01:47:00,"EV","Winnipeg Arena","W","A",0,0
1986-12-10,"EDM","WIN",25,"Mark Messier","Kevin Lowe","Daniel Berthiaume","1",1899-12-31 00:30:00,"SH","Winnipeg Arena","W","A",0,0
1986-12-09,"EDM","MNS",25,"Esa Tikkanen","Randy Gregg","Don Beaupre","2",1899-12-31 14:01:00,"PP","Metropolitan Sports Center","W","A",0,0
1986-12-07,"EDM","PHI",25,"Esa Tikkanen","Glenn Anderson","Ron Hextall","2",1899-12-31 01:32:00,"EV","The Spectrum","L","A",0,0
1986-12-03,"EDM","NYI",25,"Esa Tikkanen",NA,"Kelly Hrudey","3",1899-12-31 16:37:00,"EV","Northlands Coliseum","W","H",0,0
1986-11-26,"EDM","WIN",25,"Esa Tikkanen","Glenn Anderson","Pokey Reddick","3",1899-12-31 01:43:00,"EV","Northlands Coliseum","W","H",0,0
1986-11-24,"EDM","CGY",25,"Glenn Anderson","Paul Coffey","Mike Vernon","3",1899-12-31 06:30:00,"EV","Olympic Saddledome","L","A",0,0
1986-11-22,"EDM","VAN",25,"Esa Tikkanen","Glenn Anderson","Troy Gamble","1",1899-12-31 01:37:00,"EV","Northlands Coliseum","W","H",0,0
1986-11-22,"EDM","VAN",25,"Kevin Lowe","Craig Muni","Troy Gamble","2",1899-12-31 01:40:00,"EV","Northlands Coliseum","W","H",0,0
1986-11-22,"EDM","VAN",25,"Charlie Huddy","Jari Kurri",NA,"3",1899-12-31 19:42:00,"EV","Northlands Coliseum","W","H",1,0
1986-11-19,"EDM","NYR",25,"Paul Coffey","Mike Krushelnyski","John Vanbiesbrouck","1",1899-12-31 17:37:00,"EV","Northlands Coliseum","OTW","H",0,0
1986-11-16,"EDM","NYR",25,"Kevin Lowe",NA,"Doug Soetaert","2",1899-12-31 14:39:00,"EV","Madison Square Garden (IV)","W","A",0,0
1986-11-13,"EDM","BOS",25,"Craig MacTavish","Craig Muni","Doug Keans","3",1899-12-31 06:37:00,"EV","Boston Garden","OTL","A",0,0
1986-11-07,"EDM","CGY",25,"Paul Coffey","Mark Messier","Mike Vernon","3",1899-12-31 15:26:00,"PP","Olympic Saddledome","L","A",0,0
1986-11-05,"EDM","CGY",25,"Mike Krushelnyski","Kevin Lowe","Mike Vernon","2",1899-12-31 03:39:00,"EV","Northlands Coliseum","L","H",0,0
1986-10-31,"EDM","VAN",25,NA,NA,"Richard Brodeur","3",1899-12-31 14:08:00,"EV","Pacific Coliseum","W","A",0,0
1986-10-31,"EDM","VAN",25,"Mark Messier","Charlie Huddy","Richard Brodeur","3",1899-12-31 12:22:00,"SH","Pacific Coliseum","W","A",0,0
1986-10-29,"EDM","WSH",25,"Paul Coffey","Charlie Huddy",NA,"3",1899-12-31 19:04:00,"EV","Northlands Coliseum","W","H",1,0
1986-10-24,"EDM","BOS",25,"Mark Messier",NA,"Pat Riggin","1",1899-12-31 05:26:00,"SH","Northlands Coliseum","W","H",0,0
1986-10-24,"EDM","BOS",25,"Lee Fogolin","Jari Kurri","Doug Keans","2",1899-12-31 19:04:00,"EV","Northlands Coliseum","W","H",0,0
1986-10-24,"EDM","BOS",25,"Mark Messier",NA,"Pat Riggin","1",1899-12-31 17:28:00,"PP","Northlands Coliseum","W","H",0,0
1986-10-21,"EDM","CHI",25,"Dave Hunter","Glenn Anderson","Bob Sauve","1",1899-12-31 09:35:00,"EV","Northlands Coliseum","W","H",0,0
1986-10-21,"EDM","CHI",25,"Mike Krushelnyski",NA,"Bob Sauve","3",1899-12-31 12:44:00,"EV","Northlands Coliseum","W","H",0,0
1986-10-12,"EDM","WIN",25,"Mark Messier","Charlie Huddy","Pokey Reddick","2",1899-12-31 08:28:00,"EV","Winnipeg Arena","L","A",0,0
1986-10-11,"EDM","MTL",25,"Glenn Anderson","Mark Messier","Patrick Roy","2",1899-12-31 01:27:00,"PP","Montreal Forum","OTW","A",0,0
1986-10-11,"EDM","MTL",25,"Paul Coffey",NA,"Patrick Roy","2",1899-12-31 19:53:00,"PP","Montreal Forum","OTW","A",0,0
1986-04-02,"EDM","VAN",25,"Jari Kurri","Paul Coffey","Wendell Young","3",1899-12-31 01:26:00,"PP","Northlands Coliseum","W","H",0,0
1986-03-26,"EDM","PIT",25,"Mark Napier",NA,"Roberto Romano","3",1899-12-31 11:10:00,"EV","Pittsburgh Civic Arena","W","A",0,0
1986-03-18,"EDM","WIN",25,"Paul Coffey",NA,"Brian Hayward","2",1899-12-31 18:00:00,"EV","Northlands Coliseum","W","H",0,0
1986-03-14,"EDM","DET",25,"Glenn Anderson",NA,"Eddie Mio","3",1899-12-31 19:03:00,"EV","Northlands Coliseum","W","H",0,0
1986-03-09,"EDM","LAK",25,"Glenn Anderson",NA,"Roland Melanson","2",1899-12-31 03:52:00,"EV","Great Western Forum","W","A",0,0
1986-03-05,"EDM","LAK",25,"Lee Fogolin",NA,"Roland Melanson","3",1899-12-31 08:19:00,"EV","Northlands Coliseum","W","H",0,0
1986-03-05,"EDM","LAK",25,"Paul Coffey","Randy Gregg","Roland Melanson","2",1899-12-31 16:19:00,"PP","Northlands Coliseum","W","H",0,0
1986-02-26,"EDM","WIN",25,"Jari Kurri","Randy Gregg","Brian Hayward","3",1899-12-31 04:12:00,"EV","Winnipeg Arena","W","A",0,0
1986-02-26,"EDM","WIN",25,"Jari Kurri","Charlie Huddy","Marc Behrend","3",1899-12-31 08:37:00,"EV","Winnipeg Arena","W","A",0,0
1986-02-24,"EDM","MTL",25,"Jari Kurri","Charlie Huddy","Patrick Roy","1",1899-12-31 08:30:00,"EV","Northlands Coliseum","W","H",0,0
1986-02-22,"EDM","BOS",25,"Glenn Anderson","Dave Lumley","Pat Riggin","2",1899-12-31 09:47:00,"EV","Northlands Coliseum","OTL","H",0,0
1986-02-19,"EDM","TOR",25,"Jari Kurri","Paul Coffey","Ken Wregget","3",1899-12-31 19:11:00,"EV","Northlands Coliseum","W","H",0,0
1986-02-19,"EDM","TOR",25,"Mark Messier",NA,"Ken Wregget","2",1899-12-31 14:31:00,"SH","Northlands Coliseum","W","H",0,0
1986-02-16,"EDM","BUF",25,"Paul Coffey","Andy Moog","Jacques Cloutier","1",1899-12-31 11:53:00,"EV","Northlands Coliseum","W","H",0,0
1986-01-25,"EDM","LAK",24,"Jari Kurri","Mike Krushelnyski","Darren Eliot","1",1899-12-31 15:48:00,"EV","Northlands Coliseum","W","H",0,0
1986-01-24,"EDM","NJD",24,NA,NA,"Craig Billington","OT",1899-12-31 01:29:00,"EV","Northlands Coliseum","OTW","H",0,0
1986-01-22,"EDM","PIT",24,"Don Jackson","Randy Gregg","Gilles Meloche","1",1899-12-31 19:13:00,"EV","Northlands Coliseum","L","H",0,0
1986-01-15,"EDM","HAR",24,"Paul Coffey",NA,"Mike Liut","2",1899-12-31 06:44:00,"EV","Hartford Civic Center","W","A",0,0
1986-01-15,"EDM","HAR",24,"Don Jackson",NA,NA,"3",1899-12-31 19:45:00,"EV","Hartford Civic Center","W","A",1,0
1986-01-13,"EDM","BOS",24,"Glenn Anderson","Mark Messier","Pat Riggin","1",1899-12-31 07:15:00,"PP","Boston Garden","W","A",0,0
1986-01-11,"EDM","MTL",24,NA,NA,"Doug Soetaert","3",1899-12-31 19:10:00,"EV","Montreal Forum","W","A",0,0
1986-01-08,"EDM","TOR",24,"Jari Kurri","Paul Coffey","Tim Bernhardt","1",1899-12-31 14:03:00,"EV","Maple Leaf Gardens","L","A",0,0
1986-01-08,"EDM","TOR",24,"Jari Kurri","Paul Coffey","Tim Bernhardt","2",1899-12-31 04:58:00,"EV","Maple Leaf Gardens","L","A",0,0
1986-01-08,"EDM","TOR",24,"Glenn Anderson","Jari Kurri","Tim Bernhardt","2",1899-12-31 15:10:00,"EV","Maple Leaf Gardens","L","A",0,0
1986-01-05,"EDM","CGY",24,"Jari Kurri",NA,"Reggie Lemelin","1",1899-12-31 08:51:00,"EV","Northlands Coliseum","W","H",0,0
1986-01-02,"EDM","CGY",24,"Paul Coffey","Grant Fuhr","Reggie Lemelin","2",1899-12-31 03:35:00,"SH","Olympic Saddledome","W","A",0,0
1985-12-31,"EDM","PHI",24,"Craig MacTavish",NA,"Bob Froese","2",1899-12-31 08:34:00,"EV","Northlands Coliseum","W","H",0,0
1985-12-31,"EDM","PHI",24,"Jari Kurri",NA,"Bob Froese","2",1899-12-31 12:31:00,"EV","Northlands Coliseum","W","H",0,0
1985-12-31,"EDM","PHI",24,"Jari Kurri","Charlie Huddy","Bob Froese","3",1899-12-31 08:17:00,"EV","Northlands Coliseum","W","H",0,0
1985-12-22,"EDM","WIN",24,"Paul Coffey","Charlie Huddy","Brian Hayward","3",1899-12-31 11:23:00,"EV","Northlands Coliseum","L","H",0,0
1985-12-22,"EDM","WIN",24,"Jari Kurri","Paul Coffey","Brian Hayward","2",1899-12-31 14:25:00,"PP","Northlands Coliseum","L","H",0,0
1985-12-13,"EDM","WIN",24,NA,NA,"Marc Behrend","3",1899-12-31 17:14:00,"EV","Winnipeg Arena","W","A",0,0
1985-12-13,"EDM","WIN",24,NA,NA,"Marc Behrend","3",1899-12-31 18:12:00,"EV","Winnipeg Arena","W","A",0,0
1985-12-07,"EDM","MNS",24,"Glenn Anderson","Steve Smith","Don Beaupre","1",1899-12-31 15:03:00,"PP","Northlands Coliseum","W","H",0,0
1985-11-30,"EDM","HAR",24,"Lee Fogolin",NA,"Steve Weeks","2",1899-12-31 08:19:00,"EV","Northlands Coliseum","W","H",0,0
1985-11-27,"EDM","VAN",24,"Charlie Huddy","Dave Semenko","Richard Brodeur","2",1899-12-31 01:17:00,"EV","Northlands Coliseum","T","H",0,0
1985-11-27,"EDM","VAN",24,"Glenn Anderson","Paul Coffey","Richard Brodeur","1",1899-12-31 15:51:00,"PP","Northlands Coliseum","T","H",0,0
1985-11-20,"EDM","MTL",24,"Mike Krushelnyski","Mark Messier","Steve Penney","2",1899-12-31 13:41:00,"EV","Montreal Forum","OTW","A",0,0
1985-11-19,"EDM","QUE",24,"Dave Semenko","Glenn Anderson","Clint Malarchuk","3",1899-12-31 07:31:00,"EV","Quebec Coliseum","W","A",0,0
1985-11-16,"EDM","NYI",24,"Jari Kurri","Kevin Lowe","Kelly Hrudey","1",1899-12-31 12:53:00,"PP","Nassau Veterans Memorial Coliseum","T","A",0,0
1985-11-12,"EDM","WSH",24,"Jari Kurri",NA,"Al Jensen","3",1899-12-31 03:00:00,"PP","Capital Center","L","A",0,0
1985-11-06,"EDM","LAK",24,"Andy Moog","Glenn Anderson","Bob Janecyk","3",1899-12-31 18:20:00,"EV","Great Western Forum","T","A",0,0
1985-11-05,"EDM","VAN",24,"Paul Coffey","Jari Kurri","Richard Brodeur","1",1899-12-31 12:43:00,"EV","Pacific Coliseum","W","A",0,0
1985-11-05,"EDM","VAN",24,"Jari Kurri","Mark Messier",NA,"3",1899-12-31 19:38:00,"EV","Pacific Coliseum","W","A",1,0
1985-11-03,"EDM","TOR",24,"Paul Coffey",NA,"Tim Bernhardt","1",1899-12-31 10:26:00,"EV","Northlands Coliseum","W","H",0,0
1985-11-03,"EDM","TOR",24,"Mike Krushelnyski",NA,"Tim Bernhardt","2",1899-12-31 02:10:00,"EV","Northlands Coliseum","W","H",0,0
1985-11-03,"EDM","TOR",24,"Jari Kurri","Mark Messier","Tim Bernhardt","2",1899-12-31 15:47:00,"PP","Northlands Coliseum","W","H",0,0
1985-10-28,"EDM","CGY",24,"Jari Kurri",NA,"Reggie Lemelin","2",1899-12-31 14:00:00,"EV","Olympic Saddledome","W","A",0,0
1985-10-25,"EDM","CGY",24,"Lee Fogolin",NA,"Marc D'Amour","2",1899-12-31 03:47:00,"SH","Northlands Coliseum","W","H",0,0
1985-10-20,"EDM","LAK",24,"Mike Krushelnyski","Paul Coffey","Bob Janecyk","1",1899-12-31 15:21:00,"PP","Great Western Forum","W","A",0,0
1985-10-10,"EDM","WIN",24,"Kevin McClelland","Kevin Lowe","Brian Hayward","1",1899-12-31 03:22:00,"EV","Northlands Coliseum","W","H",0,0
1985-10-10,"EDM","WIN",24,"Mike Krushelnyski",NA,"Brian Hayward","3",1899-12-31 03:52:00,"PP","Northlands Coliseum","W","H",0,0
1985-04-05,"EDM","CGY",24,"Paul Coffey",NA,"Reggie Lemelin","1",1899-12-31 02:40:00,"EV","Northlands Coliseum","T","H",0,0
1985-04-02,"EDM","LAK",24,"Mark Napier","Mike Krushelnyski","Bob Janecyk","1",1899-12-31 00:46:00,"EV","Great Western Forum","W","A",0,0
1985-04-02,"EDM","LAK",24,"Mike Krushelnyski","Paul Coffey","Bob Janecyk","1",1899-12-31 13:42:00,"EV","Great Western Forum","W","A",0,0
1985-04-02,"EDM","LAK",24,"Mark Napier",NA,NA,"3",1899-12-31 19:52:00,"EV","Great Western Forum","W","A",1,0
1985-03-31,"EDM","CBH",24,"Mark Napier","Paul Coffey","Warren Skorodenski","1",1899-12-31 03:28:00,"EV","Chicago Stadium","W","A",0,0
1985-03-29,"EDM","HAR",24,"Paul Coffey","Dave Hunter","Steve Weeks","1",1899-12-31 01:46:00,"EV","Hartford Civic Center","L","A",0,0
1985-03-26,"EDM","NYI",24,"Jari Kurri",NA,"Kelly Hrudey","2",1899-12-31 03:48:00,"EV","Nassau Veterans Memorial Coliseum","W","A",0,0
1985-03-22,"EDM","TOR",24,"Mark Messier","Kevin Lowe","Tim Bernhardt","3",1899-12-31 06:32:00,"SH","Northlands Coliseum","T","H",0,0
1985-03-13,"EDM","DET",24,"Jari Kurri","Charlie Huddy","Corrado Micalef","1",1899-12-31 17:10:00,"EV","Northlands Coliseum","W","H",0,0
1985-03-09,"EDM","NYR",24,"Kevin Lowe","Randy Gregg","Glen Hanlon","2",1899-12-31 05:26:00,"EV","Northlands Coliseum","T","H",0,0
1985-03-03,"EDM","WIN",24,"Mike Krushelnyski","Jari Kurri","Brian Hayward","3",1899-12-31 14:39:00,"EV","Northlands Coliseum","L","H",0,0
1985-02-27,"EDM","MTL",24,"Paul Coffey",NA,"Doug Soetaert","2",1899-12-31 18:15:00,"EV","Northlands Coliseum","L","H",0,0
1985-02-22,"EDM","QUE",24,"Mike Krushelnyski","Paul Coffey","Mario Gosselin","2",1899-12-31 15:58:00,"EV","Northlands Coliseum","W","H",0,0
1985-02-19,"EDM","TOR",24,"Mark Napier","Larry Melnyk","Ken Wregget","2",1899-12-31 14:23:00,"EV","Maple Leaf Gardens","W","A",0,0
1985-02-19,"EDM","TOR",24,"Don Jackson","Mike Krushelnyski","Tim Bernhardt","3",1899-12-31 01:36:00,"EV","Maple Leaf Gardens","W","A",0,0
1985-02-18,"EDM","BUF",24,"Jari Kurri",NA,"Tom Barrasso","1",1899-12-31 11:23:00,"EV","Buffalo Memorial Auditorium","W","A",0,0
1985-02-18,"EDM","BUF",24,"Mike Krushelnyski",NA,"Tom Barrasso","2",1899-12-31 02:43:00,"EV","Buffalo Memorial Auditorium","W","A",0,0
1985-02-15,"EDM","NYR",24,"Paul Coffey","Mike Krushelnyski","Glen Hanlon","1",1899-12-31 02:14:00,"EV","Madison Square Garden (IV)","L","A",0,0
1985-02-15,"EDM","NYR",24,"Jari Kurri","Don Jackson","Glen Hanlon","2",1899-12-31 19:48:00,"EV","Madison Square Garden (IV)","L","A",0,0
1985-02-03,"EDM","HAR",24,"Paul Coffey",NA,"Greg Millen","2",1899-12-31 03:15:00,"SH","Northlands Coliseum","W","H",0,0
1985-01-28,"EDM","CGY",24,"Raimo Summanen","Jari Kurri","Reggie Lemelin","1",1899-12-31 01:57:00,"EV","Northlands Coliseum","W","H",0,0
1985-01-26,"EDM","PIT",24,"Jari Kurri",NA,"Denis Herron","1",1899-12-31 12:48:00,"EV","Northlands Coliseum","W","H",0,0
1985-01-26,"EDM","PIT",24,"Raimo Summanen","Charlie Huddy","Denis Herron","2",1899-12-31 17:27:00,"EV","Northlands Coliseum","W","H",0,0
1985-01-26,"EDM","PIT",24,"Jari Kurri",NA,"Denis Herron","2",1899-12-31 04:25:00,"SH","Northlands Coliseum","W","H",0,0
1985-01-25,"EDM","NJD",23,"Mike Krushelnyski","Jari Kurri","Ron Low","2",1899-12-31 14:04:00,"EV","Northlands Coliseum","W","H",0,0
1985-01-21,"EDM","LAK",23,"Pat Hughes",NA,"Bob Janecyk","3",1899-12-31 00:56:00,"SH","Northlands Coliseum","W","H",0,0
1985-01-19,"EDM","VAN",23,"Gord Sherven","Lee Fogolin","Richard Brodeur","2",1899-12-31 04:26:00,"EV","Northlands Coliseum","W","H",0,0
1985-01-18,"EDM","VAN",23,"Paul Coffey","Charlie Huddy","Richard Brodeur","2",1899-12-31 15:21:00,"EV","Pacific Coliseum","T","A",0,0
1985-01-16,"EDM","NYI",23,"Mike Krushelnyski","Glenn Anderson","Kelly Hrudey","1",1899-12-31 12:38:00,"PP","Northlands Coliseum","T","H",0,0
1985-01-13,"EDM","BUF",23,"Paul Coffey",NA,"Tom Barrasso","2",1899-12-31 19:05:00,"PP","Buffalo Memorial Auditorium","W","A",0,0
1985-01-10,"EDM","MTL",23,"Mike Krushelnyski","Jari Kurri","Steve Penney","2",1899-12-31 04:42:00,"EV","Montreal Forum","W","A",0,0
1985-01-08,"EDM","QUE",23,"Jari Kurri",NA,"Dan Bouchard","1",1899-12-31 01:46:00,"EV","Quebec Coliseum","W","A",0,0
1985-01-06,"EDM","WIN",23,"Paul Coffey",NA,"Marc Behrend","3",1899-12-31 07:23:00,"EV","Winnipeg Arena","W","A",0,0
1984-12-30,"EDM","VAN",23,"Mark Messier",NA,"Richard Brodeur","1",1899-12-31 12:41:00,"EV","Pacific Coliseum","T","A",0,0
1984-12-29,"EDM","DET",23,"Mark Messier","Jari Kurri","Corrado Micalef","2",1899-12-31 09:51:00,"PP","Northlands Coliseum","W","H",0,0
1984-12-29,"EDM","DET",23,"Jari Kurri","Mark Messier","Corrado Micalef","3",1899-12-31 01:24:00,"PP","Northlands Coliseum","W","H",0,0
1984-12-29,"EDM","DET",23,"Jari Kurri",NA,"Corrado Micalef","2",1899-12-31 16:30:00,"SH","Northlands Coliseum","W","H",0,0
1984-12-22,"EDM","CGY",23,"Jari Kurri","Mike Krushelnyski","Don Edwards","3",1899-12-31 10:12:00,"EV","Northlands Coliseum","W","H",0,0
1984-12-22,"EDM","CGY",23,"Mike Krushelnyski","Jari Kurri","Don Edwards","1",1899-12-31 03:45:00,"PP","Northlands Coliseum","W","H",0,0
1984-12-19,"EDM","LAK",23,"Mike Krushelnyski","Jari Kurri","Darren Eliot","3",1899-12-31 18:12:00,"EV","Northlands Coliseum","W","H",0,0
1984-12-19,"EDM","LAK",23,"Pat Hughes","Paul Coffey","Darren Eliot","1",1899-12-31 07:42:00,"SH","Northlands Coliseum","W","H",0,0
1984-12-15,"EDM","STL",23,"Paul Coffey","Dave Hunter","Rick Wamsley","2",1899-12-31 01:15:00,"EV","St. Louis Arena","W","A",0,0
1984-12-15,"EDM","STL",23,"Jari Kurri",NA,"Rick Wamsley","2",1899-12-31 05:37:00,"EV","St. Louis Arena","W","A",0,0
1984-12-15,"EDM","STL",23,"Jari Kurri",NA,"Rick Wamsley","2",1899-12-31 15:32:00,"EV","St. Louis Arena","W","A",0,0
1984-12-15,"EDM","STL",23,"Jari Kurri","Larry Melnyk","Mike Liut","3",1899-12-31 05:42:00,"EV","St. Louis Arena","W","A",0,0
1984-12-15,"EDM","STL",23,NA,NA,"Rick Wamsley","1",1899-12-31 08:23:00,"EV","St. Louis Arena","W","A",0,0
1984-12-13,"EDM","LAK",23,"Jari Kurri","Paul Coffey","Bob Janecyk","1",1899-12-31 18:47:00,"EV","Great Western Forum","L","A",0,0
1984-12-07,"EDM","MNS",23,"Dave Hunter",NA,"Roland Melanson","2",1899-12-31 07:18:00,"SH","Northlands Coliseum","W","H",0,0
1984-12-05,"EDM","NYI",23,"Glenn Anderson","Paul Coffey","Billy Smith","2",1899-12-31 02:22:00,"PP","Northlands Coliseum","W","H",0,0
1984-11-27,"EDM","TOR",23,"Mike Krushelnyski","Jari Kurri","Ken Wregget","1",1899-12-31 01:11:00,"EV","Maple Leaf Gardens","W","A",0,0
1984-11-27,"EDM","TOR",23,"Mike Krushelnyski","Jari Kurri","Ken Wregget","2",1899-12-31 05:57:00,"EV","Maple Leaf Gardens","W","A",0,0
1984-11-27,"EDM","TOR",23,"Charlie Huddy","Paul Coffey","Ken Wregget","2",1899-12-31 06:51:00,"EV","Maple Leaf Gardens","W","A",0,0
1984-11-24,"EDM","STL",23,"Mike Krushelnyski","Charlie Huddy","Mike Liut","2",1899-12-31 01:46:00,"PP","Northlands Coliseum","W","H",0,0
1984-11-24,"EDM","STL",23,"Charlie Huddy",NA,"Mike Liut","1",1899-12-31 12:23:00,"PP","Northlands Coliseum","W","H",0,0
1984-11-21,"EDM","WIN",23,"Mike Krushelnyski","Randy Gregg","Marc Behrend","3",1899-12-31 01:51:00,"EV","Northlands Coliseum","W","H",0,0
1984-11-15,"EDM","CGY",23,NA,NA,"Don Edwards","1",1899-12-31 16:06:00,"SH","Olympic Saddledome","L","A",0,0
1984-11-11,"EDM","PHI",23,"Glenn Anderson",NA,"Pelle Lindbergh","2",1899-12-31 08:43:00,"EV","The Spectrum","L","A",0,0
1984-11-11,"EDM","PHI",23,"Mike Krushelnyski",NA,"Pelle Lindbergh","3",1899-12-31 07:02:00,"EV","The Spectrum","L","A",0,0
1984-11-09,"EDM","WSH",23,"Willy Lindstrom",NA,"Pat Riggin","3",1899-12-31 02:29:00,"EV","Capital Center","W","A",0,0
1984-11-09,"EDM","WSH",23,"Lee Fogolin",NA,NA,"3",1899-12-31 19:12:00,"SH","Capital Center","W","A",1,0
1984-11-06,"EDM","PIT",23,"Jari Kurri",NA,"Denis Herron","3",1899-12-31 16:03:00,"EV","Pittsburgh Civic Arena","T","A",0,0
1984-11-04,"EDM","WIN",23,"Jari Kurri",NA,"Marc Behrend","2",1899-12-31 07:19:00,"EV","Winnipeg Arena","W","A",0,0
1984-10-30,"EDM","VAN",23,"Jari Kurri","Paul Coffey","Richard Brodeur","2",1899-12-31 16:00:00,"EV","Northlands Coliseum","W","H",0,0
